DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location 
151801363,2015-11-10,2015-11-10,900,18,Southeast,1864,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0305 0334 0421 0903,43.0,M,H,501.0,SINGLE FAMILY DWELLING,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,,,,1100 E  114TH                        ST,,"(33.931, -118.2565)"
130406037,2013-02-21,2013-02-21,1600,4,Hollenbeck,415,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0342,,M,W,403.0,DRUG STORE,,,IC,Invest Cont,440.0,,,,100 E  AVENUE 26,,"(34.0765, -118.2157)"
101108171,2010-03-13,2010-03-12,1855,11,Northeast,1137,900,VIOLATION OF COURT ORDER,0906,,M,O,101.0,STREET,,,IC,Invest Cont,900.0,,,,5200    MONTE VISTA                  ST,,"(34.1085, -118.2011)"
141522548,2014-12-26,2014-12-25,2000,15,N Hollywood,1512,510,VEHICLE - STOLEN,,13.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,12800    BARBARA ANN                  ST,,"(34.2003, -118.4115)"
120221519,2012-11-17,2012-11-17,140,2,Rampart,238,624,BATTERY - SIMPLE ASSAULT,1266 0400,20.0,M,H,735.0,NIGHT CLUB (OPEN EVENINGS ONLY),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 N  BOYLSTON                     ST,,"(34.0629, -118.254)"
101323848,2010-10-27,2010-10-27,1,13,Newton,1363,624,BATTERY - SIMPLE ASSAULT,0416 2000,28.0,F,B,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,50TH                         ST,CENTRAL                      AV,"(33.9977, -118.2565)"
161209595,2016-03-20,2016-03-19,2350,12,77th Street,1253,648,ARSON,1402 1501,49.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,648.0,,,,7200 S  SAINT ANDREWS                PL,,"(33.9746, -118.3112)"
121205429,2012-01-23,2012-01-22,1845,12,77th Street,1211,210,ROBBERY,0344 0342 0334 0370 0371 0449 1822 0906,19.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,SLAUSON                      AV,CRENSHAW,"(33.989, -118.3308)"
100913982,2010-06-27,2010-06-27,100,9,Van Nuys,937,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,27.0,F,O,101.0,STREET,,,IC,Invest Cont,740.0,,,,6300    RANCHITO                     AV,,"(34.1849, -118.4356)"
141010769,2014-06-11,2014-06-10,2100,10,West Valley,1011,624,BATTERY - SIMPLE ASSAULT,0400 0416 0426,66.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,7400    SYLVIA                       AV,,"(34.2048, -118.5524)"
160124480,2016-09-30,2016-09-30,100,1,Central,157,761,BRANDISH WEAPON,1202 0334,61.0,M,B,102.0,SIDEWALK,204.0,FOLDING KNIFE,IC,Invest Cont,761.0,,,,5TH                          ST,CROCKER,"(34.0435, -118.2427)"
151225960,2015-11-18,2015-11-18,500,12,77th Street,1248,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0444 0429 1309,26.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,800 W  66TH                         ST,,"(33.9792, -118.2871)"
150411202,2015-06-20,2015-06-20,1945,4,Hollenbeck,449,626,INTIMATE PARTNER - SIMPLE ASSAULT,1241 1821 2000 0401,40.0,F,H,509.0,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,MARENGO,EVERGREEN,"(34.0545, -118.1949)"
172114988,2017-08-08,2017-08-08,2040,21,Topanga,2143,888,TRESPASSING,1402,35.0,M,X,406.0,OTHER STORE,,,IC,Invest Cont,888.0,998.0,,,6600    FALLBROOK                    AV,,"(34.1883, -118.6274)"
100419142,2010-12-16,2010-12-16,1540,4,Hollenbeck,497,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0329 0334 0416 0421 0561 0906 1816 2001,37.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,2800    WYNNWOOD                     LN,,"(34.0187, -118.2118)"
170107919,2017-03-01,2017-03-01,1640,1,Central,166,624,BATTERY - SIMPLE ASSAULT,1601 1218,29.0,F,B,517.0,,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,600 S  SAN PEDRO                    ST,,"(34.0421, -118.2469)"
141710709,2014-06-04,2014-06-04,2350,17,Devonshire,1793,626,INTIMATE PARTNER - SIMPLE ASSAULT,0417 2000 1814,33.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,19000    BRYANT                       ST,,"(34.2272, -118.5471)"
121308453,2012-03-14,2012-03-14,2320,13,Newton,1367,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1402 0913 2000 1814 0334 1206 2002 0319 0408 0443,30.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,AO,Adult Other,930.0,998.0,,,1700 E  51ST                         ST,,"(33.9962, -118.2411)"
141709205,2014-04-30,2014-04-30,1400,17,Devonshire,1794,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,13.0,M,H,402.0,MARKET,,,IC,Invest Cont,442.0,,,,8400    RESEDA                       BL,,"(34.2227, -118.5361)"
151006396,2015-03-01,2015-03-01,1425,10,West Valley,1079,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0421 1258,10.0,F,W,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,5000    GAVIOTA                      AV,,"(34.1602, -118.4814)"
131223232,2013-10-16,2013-10-15,1130,12,77th Street,1235,624,BATTERY - SIMPLE ASSAULT,0411 1813 0329 1814 1243 0444,21.0,F,B,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,5900 S  NORMANDIE                    AV,,"(33.9875, -118.3002)"
151217214,2015-07-15,2015-03-01,1200,12,77th Street,1208,354,THEFT OF IDENTITY,1202 1817,69.0,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,700 W  50TH                         ST,,"(33.9974, -118.2856)"
100910297,2010-04-22,2010-04-22,2230,9,Van Nuys,963,755,BOMB SCARE,2109 2210,,X,X,125.0,PAY PHONE,511.0,VERBAL THREAT,IC,Invest Cont,755.0,995.0,,,14800    MAGNOLIA                     BL,,"(34.1649, -118.4553)"
140414500,2014-09-22,2014-09-04,1200,4,Hollenbeck,467,649,DOCUMENT FORGERY / STOLEN FELONY,1202 0100 0923,68.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649.0,,,,2700 E  3RD                          ST,,"(34.0397, -118.2075)"
120717059,2012-10-23,2012-09-28,900,7,Wilshire,752,662,"BUNCO, GRAND THEFT",1202 0701,91.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662.0,,,,1000 S  HAYWORTH                     AV,,"(34.0583, -118.3649)"
132100632,2013-05-06,2013-05-06,1420,21,Topanga,2185,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1402,31.0,F,W,101.0,STREET,,,AA,Adult Arrest,740.0,998.0,,,4800    TOPANGA CANYON               BL,,"(34.1544, -118.6058)"
110410838,2011-06-17,2011-06-16,2000,4,Hollenbeck,457,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,10.0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,2500    FOLSOM                       ST,,"(34.0477, -118.2047)"
151511182,2015-05-09,2015-05-09,630,15,N Hollywood,1549,330,BURGLARY FROM VEHICLE,1307 1609 0344,31.0,M,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,5400    FAIR                         AV,,"(34.1685, -118.3743)"
150109813,2015-03-29,2015-03-29,1150,1,Central,111,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,24.0,F,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,700 W  CESAR E CHAVEZ               AV,,"(34.0606, -118.2439)"
132012539,2013-06-28,2013-06-28,200,20,Olympic,2044,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0408 1243 0913 0448 1813 1821 0602 2002 0444,43.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,800    IROLO                        ST,,"(34.0577, -118.3009)"
122020328,2012-11-21,2012-11-20,1600,20,Olympic,2081,510,VEHICLE - STOLEN,,11.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600 S  GRAMERCY                     PL,,"(34.0436, -118.313)"
151015135,2015-09-22,2015-09-22,1655,10,West Valley,1011,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,54.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,740.0,,,,7500    CORBIN                       AV,,"(34.206, -118.5623)"
130906004,2013-02-13,2013-02-13,250,9,Van Nuys,948,410,"BURGLARY FROM VEHICLE, ATTEMPTED",1402,,M,O,707.0,GARAGE/CARPORT,,,AO,Adult Other,410.0,998.0,,,CALIFA                       ST,WOODMAN                      AV,"(34.1776, -118.4312)"
131504015,2013-01-01,2013-01-01,210,15,N Hollywood,1583,624,BATTERY - SIMPLE ASSAULT,0400,41.0,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,VENTURA,RADFORD,"(34.1436, -118.3929)"
121508337,2012-03-18,2012-03-17,2200,15,N Hollywood,1532,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 0325,24.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,6100    RHODES                       AV,,"(34.1813, -118.403)"
140810014,2014-06-10,2014-06-10,2230,8,West LA,886,900,VIOLATION OF COURT ORDER,,65.0,M,W,101.0,STREET,,,AO,Adult Other,900.0,,,,1200 S  PECK                         DR,,"(34.0559, -118.4036)"
140906781,2014-02-25,2014-02-23,1900,9,Van Nuys,904,121,"RAPE, FORCIBLE",1823 1309 0519 0532 0536 1240 1409 1415 1501 0527,22.0,F,H,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,SEPULVEDA                    BL,SHERMAN                      WY,"(34.2012, -118.4662)"
171504348,2017-01-06,2017-01-02,1000,15,N Hollywood,1525,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,69.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,6200    COLFAX                       AV,,"(34.1826, -118.3916)"
140107143,2014-02-16,2014-02-15,2250,1,Central,171,624,BATTERY - SIMPLE ASSAULT,0917 1231 0416,60.0,M,B,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000 S  FIGUEROA                     ST,,"(34.045, -118.264)"
141511012,2014-05-16,2014-05-16,2250,15,N Hollywood,1501,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1609,42.0,F,O,501.0,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,740.0,,,,13300    WIXOM                        ST,,"(34.2118, -118.4232)"
161214989,2016-05-28,2016-05-28,1340,12,77th Street,1253,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 0446,56.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,7400 S  WESTERN                      AV,,"(33.9728, -118.309)"
121713307,2012-06-25,2012-06-23,800,17,Devonshire,1795,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1202 0344,66.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341.0,,,,8300    ZELZAH                       AV,,"(34.2209, -118.523)"
131717082,2013-10-11,2013-10-11,840,17,Devonshire,1768,888,TRESPASSING,1501,56.0,F,W,719.0,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,888.0,,,,9800    BALBOA                       BL,,"(34.2491, -118.5024)"
130517368,2013-11-01,2013-11-01,1910,5,Harbor,565,210,ROBBERY,0312 0325 0334,,X,X,406.0,OTHER STORE,102.0,HAND GUN,AA,Adult Arrest,210.0,,,,800 S  GAFFEY                       ST,,"(33.737, -118.2923)"
151224945,2015-11-03,2015-11-03,5,12,77th Street,1203,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 2002 0319,42.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,RUTHELEN                     ST,52ND                         ST,"(33.9951, -118.3126)"
131428342,2013-12-01,2013-12-01,930,14,Pacific,1458,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,20.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,5000    SLAUSON                      AV,,"(33.9942, -118.4077)"
162106300,2016-02-23,2016-02-23,45,21,Topanga,2157,210,ROBBERY,0906 0325 0329,58.0,M,O,401.0,MINI-MART,212.0,BOTTLE,IC,Invest Cont,210.0,740.0,,,20800    VANOWEN                      ST,,"(34.1938, -118.5865)"
170512439,2017-06-30,2017-06-28,1400,5,Harbor,514,310,BURGLARY,0344 1601,33.0,M,W,221.0,PUBLIC STORAGE,,,IC,Invest Cont,310.0,,,,1200 W  PACIFIC COAST                HY,,"(33.7904, -118.2777)"
172015647,2017-08-15,2017-08-15,1815,20,Olympic,2034,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0202 0329 0919 1313,40.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",302.0,BLUNT INSTRUMENT,IC,Invest Cont,740.0,,,,WILSHIRE                     BL,ARDMORE                      AV,"(34.0618, -118.3016)"
160304224,2016-01-05,2016-01-04,2300,3,Southwest,377,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813,45.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,1200 W  MARTIN LUTHER KING JR        BL,,"(34.0145, -118.298)"
160621951,2016-10-18,2016-10-14,1200,6,Hollywood,663,649,DOCUMENT FORGERY / STOLEN FELONY,0377,22.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649.0,,,,1200 N  CHEROKEE                     AV,,"(34.0926, -118.3352)"
111513708,2011-07-05,2011-07-01,930,15,N Hollywood,1504,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,10.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,341.0,,,,7500    SIMPSON                      AV,,"(34.2067, -118.389)"
141705372,2014-02-02,2014-02-01,2230,17,Devonshire,1791,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,17.0,F,B,108.0,PARKING LOT,,,IC,Invest Cont,745.0,,,,8500    DE SOTO                      AV,,"(34.2246, -118.5885)"
161613286,2016-08-28,2016-08-11,1200,16,Foothill,1608,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1210,33.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,440.0,,,,10600    JIMENEZ                      ST,,"(34.2756, -118.3611)"
131919627,2013-09-18,2013-08-28,1333,19,Mission,1999,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,31.0,M,W,118.0,CONSTRUCTION SITE,,,IC,Invest Cont,341.0,,,,8100    WOODMAN                      AV,,"(34.2184, -118.4312)"
150120827,2015-09-14,2015-09-11,1730,1,Central,118,310,BURGLARY,1402 0329 0344 1609,36.0,M,H,707.0,GARAGE/CARPORT,,,IC,Invest Cont,310.0,998.0,,,1100 N  MAIN                         ST,,"(34.0631, -118.2337)"
160109835,2016-03-15,2016-03-15,615,1,Central,111,946,OTHER MISCELLANEOUS CRIME,1501 2004,15.0,M,O,102.0,SIDEWALK,,,IC,Invest Cont,946.0,,,,ARCADIA,SPRING                       ST,"(34.0565, -118.2411)"
170606034,2017-02-04,2017-02-04,1315,6,Hollywood,667,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 0377 1259,13.0,M,W,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,440.0,,,,LA MIRADA,VAN NESS,"(34.0938, -118.3157)"
101715089,2010-07-23,2010-07-20,1900,17,Devonshire,1745,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0419 1813 2000,41.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,10300    LINDLEY                      AV,,"(34.2573, -118.5273)"
160419327,2016-12-28,2016-12-28,2135,4,Hollenbeck,499,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0605,60.0,M,H,101.0,STREET,,,IC,Invest Cont,745.0,,,,3700    UNION PACIFIC                AV,,"(34.0165, -118.1965)"
170511704,2017-06-14,2017-06-14,2200,5,Harbor,514,624,BATTERY - SIMPLE ASSAULT,0416 0419 0913,25.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000 W  PAPEETE                      ST,,"(33.7871, -118.2748)"
160907243,2016-03-07,2016-03-07,2240,9,Van Nuys,901,660,COUNTERFEIT,1402,,X,X,101.0,STREET,,,IC,Invest Cont,660.0,998.0,,,15400    SATICOY                      ST,,"(34.2085, -118.4687)"
110500838,2011-02-26,2011-02-25,1900,5,Harbor,504,310,BURGLARY,0321 0352 0344 0358 1607,51.0,F,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,20900    NORMANDIE                    AV,,"(33.8411, -118.2992)"
122008217,2012-03-19,2012-03-18,2000,20,Olympic,2029,510,VEHICLE - STOLEN,,11.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,3100    GENEVA                       ST,,"(34.0677, -118.2844)"
161215950,2016-06-04,2016-06-04,1700,12,77th Street,1248,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0416 2000,23.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,900 W  62ND                         PL,,"(33.9828, -118.2892)"
152019965,2015-12-03,2015-12-03,1110,20,Olympic,2035,220,ATTEMPTED ROBBERY,0337 0369 0370 0432 0443,44.0,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,220.0,,,,NORMANDIE,ARDMORE,"(34.0598, -118.2979)"
120515257,2012-08-18,2012-08-17,2000,5,Harbor,557,922,CHILD STEALING,0360,36.0,M,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,922.0,,,,800 W  3RD                          ST,,"(33.7415, -118.2945)"
150513154,2015-07-28,2015-07-28,2215,5,Harbor,557,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0334,22.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,230.0,930.0,,,MARSHALL                     CT,1ST                          ST,"(33.7433, -118.2934)"
171404717,2017-01-15,2017-01-15,1330,14,Pacific,1427,237,CHILD NEGLECT (SEE 300 W.I.C.),,,M,B,101.0,STREET,,,JA,Juv Arrest,237.0,,,,SEPULVEDA                    BL,PALMS                        BL,"(34.0193, -118.4222)"
140319889,2014-09-18,2014-09-18,930,3,Southwest,356,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0377,59.0,M,H,202.0,LIQUOR STORE,,,IC,Invest Cont,440.0,,,,DENKER,JEFFERSON,"(34.0255, -118.3047)"
111106909,2011-02-27,2011-02-27,1700,11,Northeast,1127,624,BATTERY - SIMPLE ASSAULT,0400,61.0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,200    BRANCH                       ST,,"(34.1174, -118.1861)"
102011975,2010-04-29,2010-04-29,1400,20,Olympic,2025,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,57.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,300 S  ALEXANDRIA                   AV,,"(34.0691, -118.2979)"
130919530,2013-11-06,2013-11-06,1340,9,Van Nuys,946,901,VIOLATION OF RESTRAINING ORDER,0603,67.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,901.0,,,,5500    MAMMOTH                      AV,,"(34.1703, -118.4323)"
111214277,2011-05-25,2011-05-25,1600,12,77th Street,1263,510,VEHICLE - STOLEN,,10.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,MANCHESTER                   AV,WESTERN                      AV,"(33.96, -118.309)"
102119094,2010-10-18,2010-10-18,1030,21,Topanga,2128,320,"BURGLARY, ATTEMPTED",1601,45.0,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320.0,,,,7700    DELCO                        AV,,"(34.2108, -118.5787)"
100711529,2010-06-22,2010-06-22,525,7,Wilshire,723,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0302 0421 1402 1414,24.0,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,930.0,998.0,,,100 S  CRESCENT HEIGHTS             BL,,"(34.0743, -118.3658)"
120401084,2012-09-08,2012-09-08,1500,4,Hollenbeck,412,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1243 1257,,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302.0,BLUNT INSTRUMENT,IC,Invest Cont,627.0,,,,100 W  AVENUE 26,,"(34.0765, -118.2157)"
170412895,2017-07-19,2017-07-18,1900,4,Hollenbeck,465,510,VEHICLE - STOLEN,,16.0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 S  BERNAL                       AV,,"(34.0345, -118.198)"
170616172,2017-07-24,2017-07-22,2300,6,Hollywood,657,624,BATTERY - SIMPLE ASSAULT,1300 0400 0416 0444 1309 0605 0919,43.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,SANTA MONICA,HIGHLAND,"(34.0888, -118.3124)"
111017602,2011-10-24,2011-10-24,1445,10,West Valley,1015,850,INDECENT EXPOSURE,0529 0913,57.0,F,W,203.0,OTHER BUSINESS,,,AO,Adult Other,850.0,,,,7200    CANBY                        AV,,"(34.2012, -118.5348)"
110311952,2011-05-05,2011-05-05,1300,3,Southwest,362,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,73.0,M,B,722.0,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,341.0,,,,4500    MARTIN LUTHER KING JR        BL,,"(34.0175, -118.346)"
141519828,2014-11-01,2014-10-31,1300,15,N Hollywood,1525,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,41.0,F,W,103.0,ALLEY,,,IC,Invest Cont,420.0,,,,6300    LAUREL CANYON                BL,,"(34.1849, -118.3965)"
100809308,2010-05-06,2010-04-03,1200,8,West LA,835,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1800 S  SEPULVEDA                    BL,,"(34.0459, -118.4428)"
122015801,2012-08-22,2011-01-01,800,20,Olympic,2029,354,THEFT OF IDENTITY,0100 1216,17.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,400 S  VIRGIL                       AV,,"(34.0667, -118.2871)"
161804054,2016-01-02,2016-01-02,2010,18,Southeast,1842,210,ROBBERY,0344 1300 1310,22.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,112TH                        ST,BROADWAY,"(33.933, -118.2785)"
151107967,2015-03-23,2015-03-22,1700,11,Northeast,1147,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,40.0,M,W,102.0,SIDEWALK,,,IC,Invest Cont,341.0,,,,1800    KILBOURN                     ST,,"(34.1024, -118.2313)"
111426615,2011-09-14,2011-09-06,1215,14,Pacific,1477,624,BATTERY - SIMPLE ASSAULT,0416,38.0,F,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,8500    NAYLOR                       AV,,"(33.9612, -118.3954)"
161404628,2016-01-10,2016-01-10,1000,14,Pacific,1437,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1821 2000,26.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,3700 S  BENTLEY                      AV,,"(34.0157, -118.4173)"
141509449,2014-04-16,2014-04-15,2300,15,N Hollywood,1525,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,52.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,11700    KITTRIDGE                    ST,,"(34.1903, -118.3877)"
160129510,2016-12-15,2016-12-15,1255,1,Central,146,624,BATTERY - SIMPLE ASSAULT,0416 2004,61.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,200    WINSTON                      ST,,"(34.0467, -118.247)"
170207997,2017-03-21,2017-03-20,2230,2,Rampart,204,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,27.0,F,H,101.0,STREET,,,IC,Invest Cont,420.0,,,,1000    SANBORN                      AV,,"(34.0902, -118.2818)"
